7.18,7.25,6.01,7.12,15100,5.888485
1998-03-24,17.75,18.125,17.75,18.00,6300,11.856466
1998-03-23,17.50,17.6875,17.50,17.6875,3600,11.650624
1998-03-20,17.375,17.375,17.00,17.25,5500,11.362446
1998-03-19,17.75,17.75,17.375,17.375,2000,11.444783
1998-03-18,17.625,17.875,17.625,17.875,900,11.774129
1998-03-17,17.75,17.75,17.75,17.75,000,11.691793
1998-03-16,17.75,17.75,17.75,17.75,400,11.691793
1998-03-13,18.0625,18.0625,17.875,18.00,3900,11.856466
1998-03-12,18.00,18.00,18.00,18.00,000,11.856466
1998-03-11,18.00,18.00,18.00,18.00,200,11.856466
1998-03-10,18.00,18.00,18.00,18.00,1900,11.856466
1998-03-09,18.00,18.125,18.00,18.00,4800,11.856466
1998-03-06,18.25,18.25,18.25,18.25,000,12.021139
1998-03-05,18.125,18.25,18.00,18.25,1500,12.021139
1998-03-04,18.25,18.25,18.25,18.25,100,12.021139
1998-03-03,18.0625,18.0625,18.0625,18.0625,000,11.897634
1998-03-02,18.0625,18.0625,18.0625,18.0625,000,11.897634
1998-02-27,18.0625,18.0625,18.00,18.0625,2300,11.897634
1998-02-26,18.0625,18.0625,18.0625,18.0625,000,11.897634
1998-02-25,18.0625,18.0625,18.0625,18.0625,700,11.897634
1998-02-24,18.25,18.25,18.25,18.25,1000,12.021139
1998-02-23,18.625,18.625,18.00,18.125,5900,11.938802
1998-02-20,18.625,18.75,18.625,18.75,400,12.350485
1998-02-19,18.375,18.625,18.375,18.50,1800,12.185812
1998-02-18,18.50,18.50,18.25,18.25,3800,12.021139
1998-02-17,18.5625,18.5625,18.5625,18.5625,1000,12.22698
1998-02-13,18.75,18.75,18.6875,18.6875,3100,12.309317
1998-02-12,18.50,18.625,18.25,18.625,3700,12.268149
1998-02-11,18.50,18.50,18.50,18.50,000,12.185812
1998-02-10,18.625,18.75,18.50,18.50,3000,12.185812
1998-02-09,18.75,18.75,18.75,18.75,000,12.350485
1998-02-06,18.9375,18.9375,18.75,18.75,2800,12.350485
1998-02-05,18.75,18.75,18.75,18.75,000,12.350485
1998-02-04,18.375,18.75,18.375,18.75,3300,12.350485
1998-02-03,18.625,18.625,18.625,18.625,000,12.268149
1998-02-02,18.625,18.625,18.625,18.625,6900,12.268149
1998-01-30,18.625,18.625,18.625,18.625,100,12.268149
1998-01-29,18.875,18.875,18.50,18.50,2400,12.185812
1998-01-28,18.50,18.625,18.50,18.625,10600,12.268149
1998-01-27,18.50,18.50,18.375,18.375,3300,12.069223
1998-01-26,18.50,18.50,18.50,18.50,3200,12.151327
1998-01-23,18.50,18.875,18.50,18.625,4000,12.23343
1998-01-22,18.00,18.50,18.00,18.50,25600,12.151327
1998-01-21,18.625,18.75,18.00,18.00,8700,11.822912
1998-01-20,19.00,19.125,18.50,18.50,5300,12.151327
1998-01-16,18.50,19.00,18.50,19.00,1600,12.479741
1998-01-15,18.625,18.625,18.625,18.625,000,12.23343
1998-01-14,18.875,19.00,18.625,18.625,5200,12.23343
1998-01-13,19.00,19.00,18.875,18.875,700,12.397637
1998-01-12,19.00,19.00,19.00,19.00,600,12.479741
1998-01-09,19.00,19.50,19.00,19.125,3600,12.561844
1998-01-08,18.75,19.25,18.75,19.00,1800,12.479741
1998-01-07,19.00,19.00,18.75,19.00,11700,12.479741
1998-01-06,19.25,19.25,19.125,19.125,2000,12.561844
1998-01-05,18.875,19.50,18.875,19.50,2600,12.808155
1998-01-02,19.25,19.50,18.625,18.625,12700,12.23343
1997-12-31,19.00,19.00,19.00,19.00,300,12.479741
1997-12-30,19.50,19.50,19.125,19.125,1100,12.561844
1997-12-29,19.25,19.25,19.25,19.25,3300,12.643948
1997-12-26,19.00,19.00,19.00,19.00,200,12.479741
1997-12-24,18.50,19.00,18.50,19.00,1400,12.479741
1997-12-23,19.00,19.25,18.75,18.75,10200,12.315534
1997-12-22,18.875,19.00,18.75,18.875,1900,12.397637
1997-12-19,18.625,18.625,18.625,18.625,000,12.23343
1997-12-18,18.625,18.625,18.625,18.625,1000,12.23343
1997-12-17,19.00,19.00,19.00,19.00,400,12.479741
1997-12-16,18.50,19.00,18.50,19.00,31900,12.479741
1997-12-15,27.625005,27.625005,27.625005,27.625005,000,12.096593
1997-12-12,27.75,27.75,27.5625,27.625005,2700,12.096593
1997-12-11,27.499995,27.499995,27.499995,27.499995,400,12.041853
1997-12-10,27.75,27.75,27.75,27.75,100,12.151327
1997-12-09,27.874995,27.874995,27.874995,27.874995,000,12.20606
1997-12-08,27.9375,27.9375,27.625005,27.874995,11400,12.20606
1997-12-05,27.375,27.9375,27.375,27.9375,2400,12.23343
1997-12-04,27.00,27.625005,27.00,27.625005,2200,12.096593
1997-12-03,27.250005,27.499995,27.250005,27.250005,1800,11.932386
1997-12-02,27.00,27.499995,27.00,27.00,2100,11.822912
1997-12-01,27.499995,27.499995,26.749995,26.749995,2400,11.713439
1997-11-28,27.00,27.75,27.00,27.75,1500,12.151327
1997-11-26,27.00,27.00,27.00,27.00,000,11.822912
1997-11-25,26.500005,27.1875,26.500005,27.00,1900,11.822912
1997-11-24,27.75,27.75,26.500005,26.500005,3400,11.603972
1997-11-21,27.375,27.375,27.375,27.375,000,11.987119
1997-11-20,27.625005,27.625005,27.375,27.375,2400,11.987119
1997-11-19,27.499995,27.874995,27.499995,27.874995,3000,12.20606
1997-11-18,28.000005,28.000005,27.250005,27.250005,13300,11.932386
1997-11-17,27.250005,27.75,27.250005,27.75,2200,12.151327
1997-11-14,27.499995,27.499995,27.499995,27.499995,300,12.041853
1997-11-13,27.499995,27.499995,27.499995,27.499995,000,12.041853
1997-11-12,27.00,27.499995,26.937495,27.499995,13900,12.041853
1997-11-11,27.250005,27.250005,27.250005,27.250005,300,11.932386
1997-11-10,27.499995,27.499995,27.499995,27.499995,4500,12.041853
1997-11-07,27.375,27.499995,27.250005,27.250005,13000,11.932386
1997-11-06,26.875005,27.625005,26.875005,27.124995,59100,11.877646
1997-11-05,27.312495,27.312495,26.625,26.625,6900,11.658705
1997-11-04,25.750005,27.499995,25.750005,27.499995,12900,12.041853
1997-11-03,23.25,25.562505,23.25,25.50,15600,11.166084
1997-10-31,23.500005,23.500005,22.999995,22.999995,8400,10.071368
1997-10-30,23.625,23.625,23.625,23.625,000,10.345048
1997-10-29,23.374995,23.625,23.374995,23.625,1200,10.345048
1997-10-28,24.00,24.00,23.500005,23.500005,3300,10.290315
1997-10-27,24.375,24.375,24.375,24.375,8400,10.638434
1997-10-24,24.625005,24.625005,24.625005,24.625005,100,10.747548
1997-10-23,24.499995,24.75,24.499995,24.75,6100,10.802102
1997-10-22,25.249995,25.624995,25.249995,25.624995,27300,11.183993
1997-10-21,25.000005,25.000005,25.000005,25.000005,400,10.911216
1997-10-20,24.75,25.375005,24.75,25.125,4600,10.96577
1997-10-17,25.000005,25.249995,25.000005,25.000005,21100,10.911216
1997-10-16,24.00,25.125,23.875005,25.000005,20700,10.911216
1997-10-15,23.500005,24.00,23.500005,23.749995,15100,10.365652
1997-10-14,22.125,23.125005,22.125,23.125005,3700,10.092875
1997-10-13,21.499995,22.000005,21.499995,22.000005,19300,9.601871
1997-10-10,21.00,21.5625,21.00,21.250005,1300,9.274534
1997-10-09,20.749995,20.749995,20.749995,20.749995,300,9.056306
1997-10-08,20.500005,20.500005,20.25,20.25,4600,8.838084
1997-10-07,20.25,20.25,20.25,20.25,000,8.838084
1997-10-06,19.999995,20.25,19.999995,20.25,1300,8.838084
1997-10-03,18.75,19.750005,18.75,19.750005,11500,8.619861
1997-10-02,18.75,18.75,18.75,18.75,000,8.183411
1997-10-01,19.000005,19.000005,18.75,18.75,400,8.183411
1997-09-30,19.000005,19.000005,19.000005,19.000005,1500,8.292525
1997-09-29,19.125,19.249995,19.000005,19.000005,2700,8.292525
1997-09-26,19.062495,19.062495,19.062495,19.062495,000,8.319799
1997-09-25,19.062495,19.062495,19.062495,19.062495,000,8.319799
1997-09-24,19.000005,19.062495,19.000005,19.062495,900,8.319799
1997-09-23,19.999995,19.999995,19.125,19.125,4200,8.347079
1997-09-22,19.375005,19.875,19.375005,19.875,10800,8.674415
1997-09-19,18.874995,19.50,18.874995,19.50,3100,8.510747
1997-09-18,18.00,18.75,18.00,18.75,11500,8.183411
1997-09-17,17.749995,17.749995,17.749995,17.749995,000,7.74696
1997-09-16,17.749995,17.749995,17.749995,17.749995,000,7.74696
1997-09-15,17.749995,17.749995,17.749995,17.749995,400,7.74696
1997-09-12,17.187495,17.625,17.187495,17.625,1600,7.692406
1997-09-11,16.937505,16.937505,16.937505,16.937505,000,7.39235
1997-09-10,16.937505,16.937505,16.937505,16.937505,000,7.39235
1997-09-09,16.937505,16.937505,16.937505,16.937505,000,7.39235
1997-09-08,16.750005,16.999995,16.624995,16.937505,13500,7.39235
1997-09-05,16.249995,16.750005,16.249995,16.750005,3600,7.310516
1997-09-04,15.499995,15.75,15.499995,15.75,20200,6.874065
1997-09-03,14.749995,14.749995,14.749995,14.749995,400,6.437614
1997-09-02,14.625,14.625,14.625,14.625,14500,6.38306
1997-08-29,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-08-28,14.500005,14.500005,14.500005,14.500005,700,6.328506
1997-08-27,14.625,14.625,14.625,14.625,000,6.38306
1997-08-26,14.625,14.625,14.625,14.625,000,6.38306
1997-08-25,14.625,14.625,14.625,14.625,000,6.38306
1997-08-22,14.625,14.625,14.625,14.625,000,6.38306
1997-08-21,14.625,14.625,14.625,14.625,000,6.38306
1997-08-20,14.625,14.625,14.625,14.625,000,6.38306
1997-08-19,14.875005,14.875005,14.625,14.625,1800,6.38306
1997-08-18,14.875005,14.875005,14.875005,14.875005,100,6.492175
1997-08-15,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-08-14,14.749995,14.749995,14.749995,14.749995,1300,6.437614
1997-08-13,14.875005,14.875005,14.875005,14.875005,000,6.492175
1997-08-12,14.875005,14.875005,14.875005,14.875005,600,6.492175
1997-08-11,14.875005,14.875005,14.875005,14.875005,700,6.492175
1997-08-08,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-08-07,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-08-06,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-08-05,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-08-04,14.749995,14.749995,14.749995,14.749995,100,6.437614
1997-08-01,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-07-31,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-07-30,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-07-29,14.749995,14.749995,14.749995,14.749995,15300,6.437614
1997-07-28,14.625,14.625,14.625,14.625,1000,6.38306
1997-07-25,14.500005,14.687505,14.500005,14.687505,1900,6.410341
1997-07-24,14.625,14.749995,14.625,14.749995,15600,6.437614
1997-07-23,14.500005,14.500005,14.500005,14.500005,1200,6.328506
1997-07-22,14.500005,14.500005,14.4375,14.4375,15700,6.301226
1997-07-21,14.625,14.625,14.625,14.625,3000,6.38306
1997-07-18,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-07-17,14.749995,14.749995,14.749995,14.749995,900,6.437614
1997-07-16,14.749995,14.749995,14.749995,14.749995,8700,6.437614
1997-07-15,14.625,14.625,14.625,14.625,300,6.38306
1997-07-14,14.749995,14.749995,14.500005,14.500005,1800,6.328506
1997-07-11,14.749995,14.749995,14.749995,14.749995,600,6.437614
1997-07-10,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-07-09,14.749995,14.749995,14.749995,14.749995,1500,6.437614
1997-07-08,14.625,14.875005,14.625,14.875005,600,6.492175
1997-07-07,15.00,15.00,14.749995,14.749995,18000,6.437614
1997-07-03,14.500005,15.00,14.500005,14.937495,16300,6.519448
1997-07-02,14.500005,14.500005,14.500005,14.500005,29700,6.328506
1997-07-01,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-06-30,14.500005,14.500005,14.500005,14.500005,3000,6.328506
1997-06-27,14.500005,14.500005,14.500005,14.500005,300,6.328506
1997-06-26,14.562495,14.562495,14.562495,14.562495,2200,6.35578
1997-06-25,14.500005,14.500005,14.25,14.25,6000,6.219392
1997-06-24,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-06-23,14.500005,14.500005,14.500005,14.500005,300,6.328506
1997-06-20,14.374995,14.374995,14.374995,14.374995,300,6.273946
1997-06-19,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-06-18,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-06-17,14.500005,14.500005,14.500005,14.500005,1200,6.328506
1997-06-16,14.500005,14.500005,14.500005,14.500005,000,6.328506
1997-06-13,14.500005,14.500005,14.500005,14.500005,300,6.328506
1997-06-12,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-11,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-10,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-09,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-06,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-05,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-04,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-03,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-06-02,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-05-30,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-05-29,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-05-28,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-05-27,14.374995,14.374995,14.374995,14.374995,000,6.273946
1997-05-23,14.374995,14.374995,14.374995,14.374995,1500,6.273946
1997-05-22,13.999995,14.25,13.999995,14.25,2200,6.219392
1997-05-21,13.999995,13.999995,13.999995,13.999995,000,6.110278
1997-05-20,14.25,14.25,13.999995,13.999995,3400,6.110278
1997-05-19,14.374995,14.374995,14.374995,14.374995,1900,6.273946
1997-05-16,14.500005,14.500005,13.999995,13.999995,4800,6.110278
1997-05-15,14.500005,14.500005,14.500005,14.500005,3100,6.328506
1997-05-14,14.749995,14.749995,14.749995,14.749995,000,6.437614
1997-05-13,14.25,14.749995,14.25,14.749995,1200,6.437614
1997-05-12,13.999995,14.25,13.999995,14.25,1800,6.219392
1997-05-09,13.999995,13.999995,13.750005,13.750005,1200,6.00117
1997-05-08,14.125005,14.125005,14.125005,14.125005,700,6.164838
1997-05-07,13.999995,13.999995,13.999995,13.999995,000,6.110278
1997-05-06,14.125005,14.125005,13.999995,13.999995,3900,6.110278
1997-05-05,14.125005,14.125005,14.125005,14.125005,000,6.164838
1997-05-02,13.999995,14.25,13.999995,14.125005,1500,6.164838
1997-05-01,13.999995,14.125005,13.999995,14.125005,1000,6.164838
1997-04-30,13.875,13.875,13.875,13.875,000,6.055724
1997-04-29,13.875,13.875,13.875,13.875,000,6.055724
1997-04-28,13.875,13.875,13.875,13.875,000,6.055724
1997-04-25,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-24,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-23,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-22,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-21,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-18,13.750005,14.125005,13.750005,13.999995,3300,6.075365
1997-04-17,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-04-16,13.750005,13.750005,13.750005,13.750005,1500,5.96688
1997-04-15,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-04-14,13.750005,13.875,13.750005,13.750005,3300,5.96688
1997-04-11,13.999995,13.999995,13.750005,13.750005,2500,5.96688
1997-04-10,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-04-09,13.999995,13.999995,13.999995,13.999995,10000,6.075365
1997-04-08,14.374995,14.374995,13.999995,13.999995,3000,6.075365
1997-04-07,14.500005,14.500005,14.374995,14.374995,1500,6.238098
1997-04-04,14.500005,14.625,14.500005,14.625,3100,6.346588
1997-04-03,13.999995,14.374995,13.999995,14.25,16600,6.183855
1997-04-02,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-04-01,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-03-31,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-03-27,14.25,14.25,13.750005,13.750005,2700,5.96688
1997-03-26,13.50,13.999995,13.50,13.999995,9900,6.075365
1997-03-25,13.249995,13.999995,13.249995,13.999995,33000,6.075365
1997-03-24,13.999995,13.999995,13.50,13.50,24000,5.858389
1997-03-21,13.999995,14.25,13.999995,14.25,5200,6.183855
1997-03-20,13.999995,13.999995,13.624995,13.624995,1000,5.912631
1997-03-19,13.999995,13.999995,13.624995,13.624995,36700,5.912631
1997-03-18,13.624995,14.25,13.624995,13.999995,75000,6.075365
1997-03-17,13.624995,13.624995,13.624995,13.624995,000,5.912631
1997-03-14,13.624995,13.624995,13.624995,13.624995,000,5.912631
1997-03-13,13.624995,13.624995,13.624995,13.624995,700,5.912631
1997-03-12,13.624995,13.624995,13.624995,13.624995,900,5.912631
1997-03-11,13.875,13.875,13.875,13.875,000,6.021122
1997-03-10,13.875,13.875,13.875,13.875,300,6.021122
1997-03-07,13.624995,13.624995,13.624995,13.624995,000,5.912631
1997-03-06,14.25,14.25,13.624995,13.624995,7900,5.912631
1997-03-05,13.624995,13.624995,13.624995,13.624995,000,5.912631
1997-03-04,13.999995,13.999995,13.375005,13.624995,13000,5.912631
1997-03-03,13.624995,13.750005,13.624995,13.624995,55600,5.912631
1997-02-28,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-02-27,13.249995,13.750005,13.249995,13.750005,2200,5.96688
1997-02-26,13.437495,13.437495,13.437495,13.437495,000,5.831265
1997-02-25,13.437495,13.437495,13.437495,13.437495,600,5.831265
1997-02-24,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-02-21,13.999995,13.999995,13.875,13.999995,3400,6.075365
1997-02-20,13.249995,13.50,13.249995,13.50,1500,5.858389
1997-02-19,13.875,13.875,13.750005,13.750005,3000,5.96688
1997-02-18,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-02-14,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-02-13,13.999995,13.999995,13.999995,13.999995,000,6.075365
1997-02-12,13.999995,13.999995,13.999995,13.999995,2200,6.075365
1997-02-11,13.249995,13.249995,13.249995,13.249995,1500,5.749898
1997-02-10,13.249995,13.624995,13.249995,13.624995,12000,5.912631
1997-02-07,13.750005,13.750005,13.750005,13.750005,300,5.96688
1997-02-06,13.249995,13.249995,13.249995,13.249995,000,5.749898
1997-02-05,13.249995,13.249995,13.249995,13.249995,000,5.749898
1997-02-04,13.249995,13.249995,13.249995,13.249995,000,5.749898
1997-02-03,13.249995,13.249995,13.249995,13.249995,000,5.749898
1997-01-31,13.249995,13.249995,13.249995,13.249995,100,5.749898
1997-01-30,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-01-29,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-01-28,13.750005,13.750005,13.750005,13.750005,000,5.96688
1997-01-27,13.249995,13.750005,13.249995,13.750005,10900,5.932165
1997-01-24,13.249995,13.249995,13.249995,13.249995,15000,5.716446
1997-01-23,13.999995,13.999995,13.999995,13.999995,000,6.040019
1997-01-22,13.999995,13.999995,13.999995,13.999995,000,6.040019
1997-01-21,13.999995,13.999995,13.999995,13.999995,000,6.040019
1997-01-20,13.999995,13.999995,13.999995,13.999995,000,6.040019
1997-01-17,13.249995,13.999995,13.249995,13.999995,3100,6.040019
1997-01-16,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-15,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-14,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-13,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-10,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-09,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-08,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-07,13.375005,13.375005,13.375005,13.375005,000,5.770379
1997-01-06,13.249995,13.50,13.249995,13.375005,12000,5.770379
1997-01-03,13.999995,13.999995,13.999995,13.999995,000,6.040019
1997-01-02,13.999995,13.999995,13.999995,13.999995,000,6.040019
1996-12-31,13.999995,13.999995,13.999995,13.999995,000,6.040019
1996-12-30,13.999995,13.999995,13.999995,13.999995,400,6.040019
1996-12-27,13.50,13.50,13.50,13.50,000,5.824306
1996-12-26,13.50,13.50,13.50,13.50,000,5.824306
1996-12-24,13.50,13.50,13.50,13.50,000,5.824306
1996-12-23,13.50,13.50,13.50,13.50,000,5.824306
1996-12-20,13.50,13.50,13.50,13.50,000,5.824306
1996-12-19,13.50,13.50,13.50,13.50,9000,5.824306
1996-12-18,13.50,13.50,13.50,13.50,000,5.824306
1996-12-17,13.50,13.50,13.50,13.50,000,5.824306
1996-12-16,13.50,13.50,13.50,13.50,000,5.824306
1996-12-13,13.249995,13.50,13.249995,13.50,3000,5.824306
1996-12-12,13.249995,13.249995,13.249995,13.249995,100,5.716446
1996-12-11,13.50,13.50,13.50,13.50,000,5.824306
1996-12-10,13.249995,13.50,13.249995,13.50,1500,5.824306
1996-12-09,13.249995,13.50,13.249995,13.249995,3100,5.716446
1996-12-06,13.000005,13.50,13.000005,13.50,9000,5.824306
1996-12-05,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-12-04,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-12-03,13.000005,13.000005,13.000005,13.000005,400,5.608593
1996-12-02,13.50,13.50,13.50,13.50,000,5.824306
1996-11-29,13.50,13.50,13.50,13.50,000,5.824306
1996-11-27,13.50,13.50,13.50,13.50,000,5.824306
1996-11-26,13.50,13.50,13.50,13.50,000,5.824306
1996-11-25,13.50,13.50,13.50,13.50,4200,5.824306
1996-11-22,13.999995,13.999995,13.999995,13.999995,000,6.040019
1996-11-21,13.000005,13.999995,13.000005,13.999995,400,6.040019
1996-11-20,13.50,13.50,13.50,13.50,12000,5.824306
1996-11-19,13.50,13.50,13.50,13.50,4500,5.824306
1996-11-18,13.000005,13.125,13.000005,13.000005,3700,5.608593
1996-11-15,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-14,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-13,13.000005,13.000005,13.000005,13.000005,600,5.608593
1996-11-12,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-11,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-08,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-07,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-06,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-05,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-04,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-11-01,13.000005,13.000005,13.000005,13.000005,1500,5.608593
1996-10-31,13.50,13.50,13.50,13.50,300,5.824306
1996-10-30,13.50,13.50,13.50,13.50,000,5.824306
1996-10-29,13.50,13.50,13.50,13.50,100,5.824306
1996-10-28,13.000005,13.000005,13.000005,13.000005,000,5.608593
1996-10-25,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-24,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-23,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-22,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-21,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-18,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-17,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-16,13.000005,13.000005,13.000005,13.000005,300,5.574081
1996-10-15,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-10-14,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-10-11,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-10-10,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-10-09,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-10-08,13.249995,13.249995,13.249995,13.249995,1500,5.68127
1996-10-07,13.000005,13.000005,13.000005,13.000005,700,5.574081
1996-10-04,13.000005,13.000005,13.000005,13.000005,600,5.574081
1996-10-03,13.000005,13.000005,13.000005,13.000005,300,5.574081
1996-10-02,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-10-01,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-09-30,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-09-27,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-09-26,13.000005,13.000005,13.000005,13.000005,700,5.574081
1996-09-25,13.000005,13.000005,13.000005,13.000005,000,5.574081
1996-09-24,13.000005,13.000005,13.000005,13.000005,700,5.574081
1996-09-23,13.000005,13.50,13.000005,13.50,7200,5.788466
1996-09-20,12.75,12.75,12.75,12.75,000,5.466885
1996-09-19,12.75,12.75,12.75,12.75,100,5.466885
1996-09-18,13.50,13.50,13.50,13.50,100,5.788466
1996-09-17,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-16,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-13,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-12,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-11,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-10,12.874995,12.874995,12.874995,12.874995,000,5.52048
1996-09-09,12.874995,12.874995,12.874995,12.874995,1900,5.52048
1996-09-06,12.499995,12.75,12.499995,12.75,2400,5.466885
1996-09-05,13.249995,13.249995,13.249995,13.249995,000,5.68127
1996-09-04,13.249995,13.249995,13.249995,13.249995,100,5.68127
1996-09-03,13.000005,13.000005,13.000005,13.000005,1500,5.574081
1996-08-30,13.125,13.125,13.125,13.125,000,5.627675
1996-08-29,13.125,13.125,13.125,13.125,000,5.627675
1996-08-28,12.75,13.125,12.75,13.125,5500,5.627675
1996-08-27,12.75,12.75,12.75,12.75,000,5.466885
1996-08-26,12.75,12.75,12.75,12.75,000,5.466885
1996-08-23,12.75,12.75,12.75,12.75,000,5.466885
1996-08-22,12.75,12.75,12.75,12.75,000,5.466885
1996-08-21,12.75,12.75,12.75,12.75,600,5.466885
1996-08-20,12.75,12.75,12.75,12.75,000,5.466885
1996-08-19,12.75,12.75,12.75,12.75,000,5.466885
1996-08-16,12.75,12.75,12.75,12.75,000,5.466885
1996-08-15,12.75,12.75,12.75,12.75,400,5.466885
1996-08-14,13.000005,13.000005,13.000005,13.000005,1800,5.574081
1996-08-13,13.125,13.125,13.125,13.125,8800,5.627675
1996-08-12,13.125,13.125,13.125,13.125,000,5.627675
1996-08-09,13.125,13.125,13.125,13.125,400,5.627675
1996-08-08,12.75,12.75,12.75,12.75,900,5.466885
1996-08-07,13.50,13.50,13.50,13.50,700,5.788466
1996-08-06,12.75,12.75,12.75,12.75,000,5.466885
1996-08-05,12.75,12.75,12.75,12.75,000,5.466885
1996-08-02,12.75,12.75,12.75,12.75,000,5.466885
1996-08-01,12.75,12.75,12.75,12.75,300,5.466885
1996-07-31,12.499995,12.499995,12.499995,12.499995,000,5.359689
1996-07-30,12.499995,12.499995,12.499995,12.499995,000,5.359689
1996-07-29,12.499995,12.499995,12.499995,12.499995,000,5.359689
1996-07-26,12.499995,12.499995,12.499995,12.499995,000,5.359689
1996-07-25,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-24,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-23,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-22,12.499995,12.499995,12.499995,12.499995,000,5.325389
1996-07-19,12.499995,12.499995,12.499995,12.499995,000,5.325389
