7.18,7.25,6.01,7.12,15100,5.888485
1990-11-26,10.50,10.50,10.50,10.50,000,1.982672
1990-11-23,10.50,10.50,10.50,10.50,000,1.982672
1990-11-21,10.50,10.50,10.50,10.50,900,1.982672
1990-11-20,10.74999,10.74999,10.74999,10.74999,600,2.029877
1990-11-19,12.00,12.00,10.74999,10.74999,12000,2.029877
1990-11-16,12.00,12.00,12.00,12.00,000,2.265911
1990-11-15,12.00,12.00,12.00,12.00,000,2.265911
1990-11-14,12.00,12.00,12.00,12.00,000,2.265911
1990-11-13,12.00,12.00,12.00,12.00,000,2.265911
1990-11-12,12.00,12.00,12.00,12.00,000,2.265911
1990-11-09,12.00,12.00,12.00,12.00,000,2.265911
1990-11-08,12.00,12.00,12.00,12.00,600,2.265911
1990-11-07,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-06,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-05,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-02,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-11-01,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-10-31,11.49999,11.49999,11.49999,11.49999,1500,2.171496
1990-10-30,10.74999,10.74999,10.74999,10.74999,900,2.029877
1990-10-29,10.74999,10.74999,10.74999,10.74999,600,2.029877
1990-10-26,12.00,12.00,11.00001,11.00001,6600,2.077087
1990-10-25,12.24999,13.25001,12.24999,13.25001,600,2.501945
1990-10-24,12.24999,12.24999,12.24999,12.24999,000,2.313116
1990-10-23,12.24999,12.24999,12.24999,12.24999,1500,2.313116
1990-10-22,13.25001,13.25001,13.25001,13.25001,000,2.501945
1990-10-19,13.25001,13.25001,13.25001,13.25001,1200,2.501945
1990-10-18,12.99999,12.99999,12.99999,12.99999,300,2.454735
1990-10-17,12.87501,12.87501,12.87501,12.87501,000,2.431135
1990-10-16,12.87501,12.87501,12.87501,12.87501,000,2.431135
1990-10-15,12.24999,12.87501,12.24999,12.87501,3000,2.431135
1990-10-12,12.24999,12.24999,12.24999,12.24999,2400,2.313116
1990-10-11,12.375,12.375,12.375,12.375,000,2.336721
1990-10-10,12.375,12.375,12.375,12.375,000,2.336721
1990-10-09,12.375,12.375,12.375,12.375,000,2.336721
1990-10-08,12.375,12.375,12.375,12.375,000,2.336721
1990-10-05,12.62499,12.62499,12.375,12.375,3900,2.336721
1990-10-04,12.50001,12.50001,12.375,12.375,5700,2.336721
1990-10-03,12.62499,12.62499,12.62499,12.62499,000,2.383925
1990-10-02,12.50001,12.62499,12.50001,12.62499,6600,2.383925
1990-10-01,12.50001,12.50001,12.50001,12.50001,600,2.360326
1990-09-28,12.75,12.75,12.75,12.75,000,2.40753
1990-09-27,12.75,12.75,12.50001,12.75,9300,2.40753
1990-09-26,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-25,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-24,12.50001,12.50001,12.50001,12.50001,3000,2.360326
1990-09-21,13.25001,13.25001,13.25001,13.25001,3600,2.501945
1990-09-20,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-19,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-18,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-17,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-14,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-13,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-12,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-11,12.50001,12.50001,12.50001,12.50001,600,2.360326
1990-09-10,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-07,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-06,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-05,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-09-04,12.50001,12.50001,12.50001,12.50001,3000,2.360326
1990-08-31,12.75,12.75,12.75,12.75,000,2.40753
1990-08-30,12.75,12.75,12.75,12.75,000,2.40753
1990-08-29,12.75,12.75,12.75,12.75,000,2.40753
1990-08-28,12.75,12.75,12.75,12.75,000,2.40753
1990-08-27,12.75,12.75,12.75,12.75,000,2.40753
1990-08-24,12.75,12.75,12.75,12.75,000,2.40753
1990-08-23,12.75,12.75,12.75,12.75,4800,2.40753
1990-08-22,12.75,12.75,12.75,12.75,000,2.40753
1990-08-21,13.25001,13.25001,12.75,12.75,16200,2.40753
1990-08-20,12.99999,12.99999,12.99999,12.99999,1200,2.454735
1990-08-17,13.25001,13.25001,13.25001,13.25001,000,2.501945
1990-08-16,13.25001,13.25001,13.25001,13.25001,2100,2.501945
1990-08-15,14.00001,14.00001,14.00001,14.00001,000,2.643564
1990-08-14,14.00001,14.00001,14.00001,14.00001,300,2.643564
1990-08-13,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-08-10,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-08-09,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-08-08,12.99999,12.99999,12.99999,12.99999,300,2.454735
1990-08-07,13.25001,13.25001,13.25001,13.25001,5700,2.501945
1990-08-06,14.00001,14.00001,14.00001,14.00001,15000,2.643564
1990-08-03,14.00001,14.00001,12.99999,13.50,26400,2.54915
1990-08-02,14.00001,14.00001,14.00001,14.00001,3000,2.643564
1990-08-01,12.99999,12.99999,12.99999,12.99999,1200,2.454735
1990-07-31,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-30,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-27,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-26,12.99999,12.99999,12.99999,12.99999,300,2.454735
1990-07-25,12.99999,13.50,12.99999,13.50,6000,2.54915
1990-07-24,12.99999,12.99999,12.99999,12.99999,300,2.454735
1990-07-23,13.25001,14.00001,12.99999,12.99999,7800,2.454735
1990-07-20,13.74999,14.00001,13.74999,13.74999,14700,2.596354
1990-07-19,14.00001,14.00001,14.00001,14.00001,600,2.643564
1990-07-18,13.74999,14.49999,13.25001,14.49999,9900,2.737974
1990-07-17,13.25001,13.25001,13.25001,13.25001,000,2.501945
1990-07-16,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1990-07-13,13.74999,13.74999,13.74999,13.74999,000,2.596354
1990-07-12,13.74999,13.74999,13.74999,13.74999,000,2.596354
1990-07-11,13.25001,14.25,13.25001,13.74999,4200,2.596354
1990-07-10,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-09,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-06,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-05,12.99999,12.99999,12.99999,12.99999,000,2.454735
1990-07-03,13.25001,13.74999,12.99999,12.99999,19800,2.454735
1990-07-02,12.24999,12.24999,12.24999,12.24999,000,2.313116
1990-06-29,12.24999,12.24999,12.24999,12.24999,000,2.313116
1990-06-28,12.24999,12.24999,12.24999,12.24999,1800,2.313116
1990-06-27,12.50001,12.50001,12.50001,12.50001,000,2.360326
1990-06-26,12.50001,12.50001,12.50001,12.50001,3000,2.360326
1990-06-25,11.25,11.25,11.25,11.25,600,2.124291
1990-06-22,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-06-21,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-06-20,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-06-19,11.00001,11.00001,11.00001,11.00001,1200,2.077087
1990-06-18,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-06-15,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-06-14,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-06-13,11.49999,11.49999,11.49999,11.49999,1500,2.171496
1990-06-12,10.74999,10.74999,10.74999,10.74999,3000,2.029877
1990-06-11,10.74999,10.74999,10.74999,10.74999,000,2.029877
1990-06-08,10.74999,10.74999,10.74999,10.74999,6000,2.029877
1990-06-07,10.25001,10.74999,9.99999,10.74999,8100,2.029877
1990-06-06,9.99999,10.25001,9.99999,10.25001,6600,1.935467
1990-06-05,9.99999,9.99999,9.99999,9.99999,900,1.888257
1990-06-04,9.99999,9.99999,9.99999,9.99999,000,1.888257
1990-06-01,9.75,9.99999,9.24999,9.99999,43500,1.888257
1990-05-31,9.24999,9.24999,9.24999,9.24999,10500,1.746638
1990-05-30,9.75,9.99999,9.50001,9.99999,7200,1.888257
1990-05-29,9.75,9.75,9.75,9.75,000,1.841053
1990-05-25,9.75,9.75,9.75,9.75,2100,1.841053
1990-05-24,10.25001,10.25001,10.25001,10.25001,5700,1.935467
1990-05-23,10.25001,10.37499,10.25001,10.37499,4500,1.959067
1990-05-22,10.25001,10.25001,10.25001,10.25001,000,1.935467
1990-05-21,10.25001,10.25001,10.25001,10.25001,2100,1.935467
1990-05-18,10.25001,10.25001,10.25001,10.25001,2400,1.935467
1990-05-17,10.74999,10.74999,10.74999,10.74999,000,2.029877
1990-05-16,10.74999,10.74999,10.74999,10.74999,2100,2.029877
1990-05-15,10.25001,10.25001,10.25001,10.25001,5400,1.935467
1990-05-14,10.74999,11.00001,10.50,11.00001,12000,2.077087
1990-05-11,10.74999,10.74999,10.74999,10.74999,2400,2.029877
1990-05-10,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-09,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-08,11.00001,11.00001,11.00001,11.00001,1500,2.077087
1990-05-07,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-04,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-03,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-02,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-05-01,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-30,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-27,11.00001,11.00001,11.00001,11.00001,3000,2.077087
1990-04-26,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-25,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-24,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-23,11.00001,11.00001,11.00001,11.00001,900,2.077087
1990-04-20,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-19,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-18,11.00001,11.00001,11.00001,11.00001,300,2.077087
1990-04-17,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-16,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-04-12,11.00001,11.00001,11.00001,11.00001,300,2.077087
1990-04-11,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-10,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-09,11.37501,11.49999,11.37501,11.49999,6000,2.171496
1990-04-06,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-05,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-04,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-03,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-04-02,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-30,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-29,11.00001,11.49999,11.00001,11.49999,3000,2.171496
1990-03-28,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-27,11.00001,11.49999,11.00001,11.49999,6000,2.171496
1990-03-26,11.75001,11.75001,11.75001,11.75001,600,2.218706
1990-03-23,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-03-22,11.75001,11.75001,11.75001,11.75001,600,2.218706
1990-03-21,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-03-20,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-03-19,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-03-16,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-03-15,11.00001,11.00001,11.00001,11.00001,1500,2.077087
1990-03-14,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-03-13,11.00001,11.00001,11.00001,11.00001,300,2.077087
1990-03-12,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-09,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-08,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-07,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-06,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-05,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-02,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-03-01,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-02-28,11.49999,11.49999,11.49999,11.49999,000,2.171496
1990-02-27,11.25,11.49999,11.25,11.49999,9000,2.171496
1990-02-26,11.25,11.25,11.25,11.25,000,2.124291
1990-02-23,11.25,11.25,11.25,11.25,3000,2.124291
1990-02-22,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-02-21,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-02-20,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-02-16,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-02-15,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-02-14,11.25,11.75001,11.25,11.75001,6000,2.218706
1990-02-13,11.25,11.25,11.25,11.25,000,2.124291
1990-02-12,11.25,11.25,11.25,11.25,000,2.124291
1990-02-09,11.25,11.25,11.25,11.25,000,2.124291
1990-02-08,11.25,11.25,11.25,11.25,000,2.124291
1990-02-07,11.25,11.25,11.25,11.25,000,2.124291
1990-02-06,11.25,11.25,11.25,11.25,000,2.124291
1990-02-05,11.25,11.25,11.25,11.25,000,2.124291
1990-02-02,11.25,11.25,11.25,11.25,000,2.124291
1990-02-01,11.25,11.25,11.25,11.25,000,2.124291
1990-01-31,11.25,11.25,11.25,11.25,000,2.124291
1990-01-30,11.25,11.25,11.25,11.25,000,2.124291
1990-01-29,11.25,11.25,11.25,11.25,000,2.124291
1990-01-26,11.25,11.25,11.25,11.25,000,2.124291
1990-01-25,11.25,11.25,11.25,11.25,000,2.124291
1990-01-24,11.37501,11.49999,11.25,11.25,14400,2.124291
1990-01-23,11.37501,11.37501,11.37501,11.37501,000,2.147897
1990-01-22,11.37501,11.49999,11.37501,11.37501,13200,2.147897
1990-01-19,11.25,11.25,11.25,11.25,000,2.124291
1990-01-18,11.25,11.25,11.25,11.25,000,2.124291
1990-01-17,11.25,11.25,11.25,11.25,000,2.124291
1990-01-16,11.25,11.25,11.25,11.25,1200,2.124291
1990-01-15,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-01-12,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-01-11,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-01-10,11.00001,11.00001,11.00001,11.00001,000,2.077087
1990-01-09,11.00001,11.00001,11.00001,11.00001,1200,2.077087
1990-01-08,11.37501,11.37501,11.00001,11.37501,3900,2.147897
1990-01-05,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-01-04,11.75001,11.75001,11.75001,11.75001,000,2.218706
1990-01-03,11.75001,11.75001,11.75001,11.75001,6000,2.218706
1990-01-02,11.75001,11.75001,11.75001,11.75001,000,2.218706
1989-12-29,11.75001,11.75001,11.75001,11.75001,000,2.218706
1989-12-28,11.75001,11.75001,11.75001,11.75001,4500,2.218706
1989-12-27,11.75001,11.75001,11.75001,11.75001,000,2.218706
1989-12-26,11.75001,11.75001,11.75001,11.75001,4500,2.218706
1989-12-22,12.00,12.00,12.00,12.00,000,2.265911
1989-12-21,12.00,12.00,12.00,12.00,900,2.265911
1989-12-20,12.50001,12.50001,12.50001,12.50001,000,2.360326
1989-12-19,12.50001,12.50001,12.50001,12.50001,000,2.360326
1989-12-18,12.99999,13.50,12.50001,12.50001,11400,2.360326
1989-12-15,12.99999,12.99999,12.99999,12.99999,000,2.454735
1989-12-14,12.99999,12.99999,12.99999,12.99999,000,2.454735
1989-12-13,13.25001,13.25001,12.99999,12.99999,3300,2.454735
1989-12-12,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1989-12-11,13.25001,13.37499,13.25001,13.37499,22500,2.525545
1989-12-08,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1989-12-07,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-12-06,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-12-05,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-12-04,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1989-12-01,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-11-30,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-11-29,13.25001,13.25001,13.25001,13.25001,1200,2.501945
1989-11-28,13.37499,13.37499,13.37499,13.37499,4500,2.525545
1989-11-27,13.25001,13.25001,13.25001,13.25001,1800,2.501945
1989-11-24,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1989-11-22,13.50,13.50,13.50,13.50,000,2.54915
1989-11-21,13.50,13.50,13.50,13.50,000,2.54915
1989-11-20,13.50,13.50,13.25001,13.50,900,2.54915
1989-11-17,13.50,13.50,13.50,13.50,000,2.54915
1989-11-16,13.50,13.50,13.50,13.50,1500,2.54915
1989-11-15,13.25001,13.25001,13.25001,13.25001,2700,2.501945
1989-11-14,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-11-13,13.25001,13.25001,13.25001,13.25001,6000,2.501945
1989-11-10,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-11-09,13.25001,13.25001,13.25001,13.25001,5700,2.501945
1989-11-08,12.75,12.75,12.75,12.75,000,2.40753
1989-11-07,12.75,12.75,12.75,12.75,900,2.40753
1989-11-06,13.125,13.125,13.125,13.125,000,2.47834
1989-11-03,12.99999,13.125,12.75,13.125,1800,2.47834
1989-11-02,12.99999,12.99999,12.99999,12.99999,6000,2.454735
1989-11-01,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-10-31,13.25001,13.25001,13.25001,13.25001,000,2.501945
1989-10-30,13.25001,13.25001,13.25001,13.25001,1500,2.501945
1989-10-27,12.99999,12.99999,12.24999,12.99999,17400,2.454735
1989-10-26,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-25,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-24,14.00001,14.00001,12.99999,14.00001,6000,2.643564
1989-10-23,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-20,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-19,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-18,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-17,14.00001,14.00001,14.00001,14.00001,300,2.643564
1989-10-16,14.00001,14.00001,14.00001,14.00001,3900,2.643564
1989-10-13,13.74999,13.74999,13.50,13.50,3000,2.54915
1989-10-12,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-10-11,14.00001,14.00001,14.00001,14.00001,6000,2.643564
1989-10-10,14.00001,14.00001,14.00001,14.00001,2100,2.643564
1989-10-09,14.37501,14.37501,14.37501,14.37501,600,2.714374
1989-10-06,14.12499,14.12499,14.12499,14.12499,2700,2.667164
1989-10-05,14.37501,14.37501,14.37501,14.37501,2400,2.714374
1989-10-04,14.25,14.37501,14.12499,14.37501,3000,2.714374
1989-10-03,14.00001,14.49999,13.50,14.25,36900,2.690769
1989-10-02,14.49999,14.49999,14.00001,14.00001,12600,2.643564
1989-09-29,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-28,14.00001,14.75001,14.00001,14.75001,5700,2.785184
1989-09-27,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-09-26,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-09-25,14.00001,14.00001,14.00001,14.00001,900,2.643564
1989-09-22,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-21,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-20,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-19,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-18,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-15,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-14,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-13,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-09-12,14.75001,14.75001,14.75001,14.75001,1500,2.785184
1989-09-11,14.75001,14.75001,14.75001,14.75001,1500,2.785184
1989-09-08,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-09-07,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-09-06,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-09-05,14.00001,14.00001,14.00001,14.00001,600,2.643564
1989-09-01,14.00001,14.00001,14.00001,14.00001,600,2.643564
1989-08-31,14.00001,14.00001,14.00001,14.00001,2100,2.643564
1989-08-30,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-08-29,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-08-28,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-08-25,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-08-24,14.75001,14.75001,14.75001,14.75001,000,2.785184
1989-08-23,14.75001,14.75001,14.75001,14.75001,3000,2.785184
1989-08-22,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-21,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-18,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-17,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-16,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-15,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-14,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-11,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-10,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-09,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-08,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-08-07,14.00001,14.00001,14.00001,14.00001,900,2.643564
1989-08-04,14.75001,14.75001,14.25,14.75001,3000,2.785184
1989-08-03,14.87499,14.87499,14.87499,14.87499,000,2.808784
1989-08-02,14.87499,14.87499,14.87499,14.87499,000,2.808784
1989-08-01,14.87499,14.87499,14.87499,14.87499,000,2.808784
1989-07-31,14.37501,14.87499,14.25,14.87499,6300,2.808784
1989-07-28,14.37501,14.75001,14.37501,14.37501,12000,2.714374
1989-07-27,14.25,14.25,14.25,14.25,000,2.690769
1989-07-26,14.25,14.25,14.25,14.25,1800,2.690769
1989-07-25,14.00001,14.00001,14.00001,14.00001,600,2.643564
1989-07-24,14.25,14.25,14.25,14.25,000,2.690769
1989-07-21,14.25,14.25,14.25,14.25,2400,2.690769
1989-07-20,14.00001,14.00001,14.00001,14.00001,2400,2.643564
1989-07-19,14.00001,14.00001,14.00001,14.00001,1200,2.643564
1989-07-18,14.25,14.49999,14.25,14.49999,6000,2.737974
1989-07-17,14.00001,14.00001,14.00001,14.00001,1500,2.643564
1989-07-14,14.00001,14.00001,14.00001,14.00001,000,2.643564
1989-07-13,14.00001,14.00001,14.00001,14.00001,600,2.643564
1989-07-12,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-11,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-10,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-07,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-06,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-05,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-07-03,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-06-30,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-06-29,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-06-28,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-06-27,14.12499,14.12499,14.12499,14.12499,000,2.667164
1989-06-26,14.12499,14.12499,14.12499,14.12499,1500,2.667164
1989-06-23,14.00001,14.00001,14.00001,14.00001,1500,2.643564
1989-06-22,14.49999,14.49999,14.49999,14.49999,000,2.737974
1989-06-21,14.49999,14.49999,14.49999,14.49999,000,2.737974
1989-06-20,14.49999,14.49999,14.49999,14.49999,000,2.737974
1989-06-19,14.49999,14.49999,14.49999,14.49999,000,2.737974
